id,fund_name,Performance fee?,Investment Strategy,Derivatives_label,Portfolio composition, Concentration,Predicted Strategy,Strategy evidence,Prediction
0001379491-18-003799,Franklin FTSE China ETF,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE China ETF

<head_breaker>

Franklin FTSE China ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE China RIC Capped Index (the FTSE China Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.19% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.19% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE Europe ETF,,Equity Long Only (Low Risk),Yes,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 9","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2010 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-003799,Franklin FTSE Europe Hedged ETF,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE Europe Hedged ETF <head_breaker>

Franklin FTSE Europe Hedged ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE Developed Europe RIC Capped Hedged to USD Index (the FTSE Developed Europe Capped Hedged Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.09% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.09% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE France ETF,,Equity Long Only (Low Risk),No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE France ETF

<head_breaker>

Franklin FTSE France ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE France RIC Capped Index (the FTSE France Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.09% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.09% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE Germany ETF,,Equity Long Only (Low Risk),No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE Germany ETF

<head_breaker>

Franklin FTSE Germany ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE Germany RIC Capped Index (the FTSE Germany Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.09% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.09% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE Hong Kong ETF,,Equity Long Only (Low Risk),No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Principal Investment Strategies

Under normal market conditions, the Fund invests at least 80% of its assets in the component securities of the Emerging Markets Underlying Index and in depositary receipts representing such securities. The Emerging Markets Underlying Index is a systematic, rules-based proprietary index that is owned and calculated by MSCI Inc. (MSCI). The Emerging Markets Underlying Index is based on the MSCI Emerging Markets Index using a methodology developed with Franklin Templeton to reflect Franklin Templeton’s desired investment strategy. The MSCI Emerging Markets Index is a free float-adjusted market capitalization weighted index that is designed to measure the equity market performance of emerging markets.",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE India ETF,,Equity Long Only (Low Risk),No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE India ETF

<head_breaker>

Franklin FTSE India ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE India RIC Capped Index (the FTSE India Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.19% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.19% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE Italy ETF,,Equity Long Only (Low Risk),No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Balanced Fund  
Confidence: 8","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2010 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-003799,Franklin FTSE Japan ETF,,Equity Long Only (Low Risk),No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE Japan ETF

<head_breaker>

Franklin FTSE Japan ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE Japan RIC Capped Index (the FTSE Japan Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.09% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.09% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE Japan Hedged ETF,,Equity Long Only (Low Risk),Yes,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Balanced Fund  
Confidence: 8","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2010 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-003799,Franklin FTSE Mexico ETF,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE Mexico ETF

<head_breaker>

Franklin FTSE Mexico ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE Mexico RIC Capped Index (the FTSE Mexico Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.19% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.19% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE Russia ETF,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE Russia ETF

<head_breaker>

Franklin FTSE Russia ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE Russia RIC Capped Index (the FTSE Russia Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.19% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.19% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE South Korea ETF,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Passive Investment   Unlike many investment companies, the Fund is not actively managed and the investment manager does not attempt to take defensive positions under any market conditions, including declining markets. Therefore, the investment manager would not necessarily buy or sell a security unless that security is added or removed, respectively, from the FTSE South Korea Capped Index, even if that security generally is underperforming.

International Closed Market Trading   To the extent that the underlying securities held by the Fund trade on an exchange that is closed when the securities exchange on which the Fund shares list and trade is open, there may be market uncertainty about the stale security pricing (i.e., the last quote from its closed foreign market) resulting in premiums or discounts to NAV that may be greater than those experienced by other ETFs.",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE Switzerland ETF,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE Switzerland ETF

<head_breaker>

Franklin FTSE Switzerland ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE Switzerland RIC Capped Index (the FTSE Switzerland Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.09% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.09% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE Taiwan ETF,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Principal Investment Strategies

Under normal market conditions, the Fund invests at least 80% of its assets in the component securities of the Emerging Markets Underlying Index and in depositary receipts representing such securities. The Emerging Markets Underlying Index is a systematic, rules-based proprietary index that is owned and calculated by MSCI Inc. (MSCI). The Emerging Markets Underlying Index is based on the MSCI Emerging Markets Index using a methodology developed with Franklin Templeton to reflect Franklin Templeton’s desired investment strategy. The MSCI Emerging Markets Index is a free float-adjusted market capitalization weighted index that is designed to measure the equity market performance of emerging markets.",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin FTSE United Kingdom ETF,,Equity Long Only (Low Risk),No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9","Franklin FTSE United Kingdom ETF <head_breaker>

Franklin FTSE United Kingdom ETF

Investment Goal

To seek to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE UK RIC Capped Index (the FTSE UK Capped Index).

Fees and Expenses of the Fund

The following table describes the fees and expenses that you will incur if you own shares of the Fund. You may also incur usual and customary brokerage commissions when buying or selling shares of the Fund, which are not reflected in the Example that follows.

Annual Fund Operating Expenses

(expenses that you pay each year as a percentage of the value of your investment)

Management fees 	0.09% Distribution and service (12b-1) fees 	None Other expenses1 	None Total annual Fund operating expenses 	0.09% 1. Other expenses are based on estimated amounts for the current fiscal year.

Example",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin Liberty Intermediate Municipal Opportunities ETF,,Fixed Income Long Only (Low Risk),Yes,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in investment-grade municipal securities whose interest is exempt from federal income tax (but may be subject to the federal alternative minimum tax). Managing the fund to have similar overall interest rate risk compared to a customized municipal bond index representing Fidelity Management & Research Company (FMR)'s view of the performance of the fund’s competitive universe. Allocating assets across different market sectors and maturities. Potentially investing more than 25% of total assets in municipal securities that finance similar types of projects. Analyzing the credit quality of the issuer, security-specific features, current and potential future valuation, and trading opportunities to select investments. Liquidating shortly after the fund's target end-date of June 30, 2023. Principal Investment Risks",Fixed Income Long Only (Low Risk)
0001379491-18-003799,Franklin Liberty International Opportunities ETF,,Equity Long Only (Low Risk),Yes,Sub-investment grade securities or emerging markets,Diversified,"Category: Balanced Fund  
Confidence: 9","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2010 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-003799,Franklin Liberty Investment Grade Corporate ETF,,Fixed Income Long Only (Low Risk),Yes,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in investment-grade municipal securities whose interest is exempt from federal income tax (but may be subject to the federal alternative minimum tax). Managing the fund to have similar overall interest rate risk compared to a customized municipal bond index representing Fidelity Management & Research Company (FMR)'s view of the performance of the fund’s competitive universe. Allocating assets across different market sectors and maturities. Potentially investing more than 25% of total assets in municipal securities that finance similar types of projects. Analyzing the credit quality of the issuer, security-specific features, current and potential future valuation, and trading opportunities to select investments. Liquidating shortly after the fund's target end-date of June 30, 2019. Principal Investment Risks",Fixed Income Long Only (Low Risk)
0001379491-18-003799,Franklin Liberty Municipal Bond ETF,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

The Fund seeks to achieve its investment objective by investing under normal circumstances at least 80% of its assets in debt securities whose interest is, in the opinion of bond counsel for the issuer at the time of issuance, exempt from federal income tax (""Municipal Bonds""). Municipal Bonds generally are issued by or on behalf of states and local governments and their agencies, authorities and other instrumentalities.",Fixed Income Long Only (Low Risk)
0001379491-18-003799,Franklin Liberty U.S. Low Volatility ETF,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","The investment manager seeks to accomplish its investment goal through its security selection process. The investment manager applies a fundamentally driven, “bottom-up” research process to create a starting universe of eligible securities across a large number of sectors derived from the holdings of a number of Franklin Templeton equity funds. The investment manager screens that universe on a quarterly basis in order to identify those securities with the lowest realized volatility relative to their corresponding sectors. The Fund’s sector weightings generally are based on the current sector weightings within the Russell 1000 Index. Individual securities in the Fund’s portfolio are generally weighted equally within each sector. The investment manager may, from time to time, make adjustments to the Fund’s portfolio as a result of corporate actions, changes to the volatility profile of the Fund’s holdings, or for risk management related purposes.",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin LibertyQ Emerging Markets ETF,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Diversified,"Category: Equity Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in securities of issuers in emerging markets (countries that have an emerging stock market as defined by MSCI, countries or markets with low- to middle-income economies as classified by the World Bank, and other countries or markets with similar emerging characteristics) and other investments that are tied economically to emerging markets. Normally investing primarily in common stocks. Investing in either ""growth"" stocks or ""value"" stocks or both. Allocating the fund's assets across emerging markets sectors, using different Fidelity managers. Allocating investments across different emerging market countries. Using fundamental analysis of factors such as each issuer's financial condition and industry position, as well as market and economic conditions, to select investments. Principal Investment Risks",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin LibertyQ Global Dividend ETF,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 8","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2015 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-003799,Franklin LibertyQ Global Equity ETF,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 9","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2015 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-003799,Franklin LibertyQ International Equity Hedged ETF,,Equity Long Only (Low Risk),Yes,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 8","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2015 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-003799,Franklin LibertyQ U.S. Equity ETF,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","The dynamic asset allocation strategy seeks to identify the most attractive asset classes based on a multi-faceted approach using both a valuation and fundamental framework. The Fund generally will invest in U.S. and foreign stocks and investment-grade bonds, directly or through exchange-traded funds (ETFs), and/or cash equivalents through investment in short-term, high-quality money market instruments or money market funds. Equity securities in which the Fund may invest include common stocks, securities convertible into common stocks, securities that carry the right to buy common stocks, preferred securities, and ETFs. The bond and money market securities in which the Fund may invest include obligations of U.S., state, and local governments, their agencies and instrumentalities; mortgage- and asset-backed securities; corporate debt securities; repurchase agreements; and other securities believed to have debt-like characteristics, including preferred and synthetic securities. In",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin LibertyQ U.S. Mid Cap Equity ETF,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in common stocks included in the Fidelity U.S. Extended Investable Market Index℠, which is a float-adjusted market capitalization-weighted index designed to reflect the performance of U.S. mid- and small-cap stocks. Mid- and small-cap stocks are considered to be stocks of the top 2,500 U.S. companies, excluding the largest 500 companies, based on float-adjusted market capitalization. Using statistical sampling techniques based on such factors as capitalization, industry exposures, dividend yield, price/earnings (P/E) ratio, price/book (P/B) ratio, and earnings growth to attempt to replicate the returns of the Fidelity U.S. Extended Investable Market Index℠ using a smaller number of securities. Lending securities to earn income for the fund. Principal Investment Risks",Equity Long Only (Low Risk)
0001379491-18-003799,Franklin LibertyQ U.S. Small Cap Equity ETF,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in common stocks included in the Fidelity U.S. Extended Investable Market Index℠, which is a float-adjusted market capitalization-weighted index designed to reflect the performance of U.S. mid- and small-cap stocks. Mid- and small-cap stocks are considered to be stocks of the top 2,500 U.S. companies, excluding the largest 500 companies, based on float-adjusted market capitalization. Using statistical sampling techniques based on such factors as capitalization, industry exposures, dividend yield, price/earnings (P/E) ratio, price/book (P/B) ratio, and earnings growth to attempt to replicate the returns of the Fidelity U.S. Extended Investable Market Index℠ using a smaller number of securities. Lending securities to earn income for the fund. Principal Investment Risks",Equity Long Only (Low Risk)
0001379491-18-004134,Fidelity Municipal Income 2019 Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in investment-grade municipal securities whose interest is exempt from federal income tax (but may be subject to the federal alternative minimum tax). Managing the fund to have similar overall interest rate risk compared to a customized municipal bond index representing Fidelity Management & Research Company (FMR)'s view of the performance of the fund’s competitive universe. Allocating assets across different market sectors and maturities. Potentially investing more than 25% of total assets in municipal securities that finance similar types of projects. Analyzing the credit quality of the issuer, security-specific features, current and potential future valuation, and trading opportunities to select investments. Liquidating shortly after the fund's target end-date of June 30, 2019. Principal Investment Risks",Fixed Income Long Only (Low Risk)
0001379491-18-004134,Fidelity Municipal Income 2021 Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in investment-grade municipal securities whose interest is exempt from federal income tax (but may be subject to the federal alternative minimum tax). Managing the fund to have similar overall interest rate risk compared to a customized municipal bond index representing Fidelity Management & Research Company (FMR)'s view of the performance of the fund’s competitive universe. Allocating assets across different market sectors and maturities. Potentially investing more than 25% of total assets in municipal securities that finance similar types of projects. Analyzing the credit quality of the issuer, security-specific features, current and potential future valuation, and trading opportunities to select investments. Liquidating shortly after the fund's target end-date of June 30, 2021. Principal Investment Risks",Fixed Income Long Only (Low Risk)
0001379491-18-004134,Fidelity Municipal Income 2023 Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in investment-grade municipal securities whose interest is exempt from federal income tax (but may be subject to the federal alternative minimum tax). Managing the fund to have similar overall interest rate risk compared to a customized municipal bond index representing Fidelity Management & Research Company (FMR)'s view of the performance of the fund’s competitive universe. Allocating assets across different market sectors and maturities. Potentially investing more than 25% of total assets in municipal securities that finance similar types of projects. Analyzing the credit quality of the issuer, security-specific features, current and potential future valuation, and trading opportunities to select investments. Liquidating shortly after the fund's target end-date of June 30, 2023. Principal Investment Risks",Fixed Income Long Only (Low Risk)
0001379491-18-004134,Fidelity Municipal Income 2025 Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in investment-grade municipal securities whose interest is exempt from federal income tax (but may be subject to the federal alternative minimum tax). Managing the fund to have similar overall interest rate risk compared to a customized municipal bond index representing Fidelity Management & Research Company (FMR)'s view of the performance of the fund’s competitive universe. Allocating assets across different market sectors and maturities. Potentially investing more than 25% of total assets in municipal securities that finance similar types of projects. Analyzing the credit quality of the issuer, security-specific features, current and potential future valuation, and trading opportunities to select investments. Liquidating shortly after the fund's target end-date of June 30, 2025. Principal Investment Risks",Fixed Income Long Only (Low Risk)
0001379491-18-004650,Fidelity ZERO Extended Market Index Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in common stocks included in the Fidelity U.S. Extended Investable Market Index℠, which is a float-adjusted market capitalization-weighted index designed to reflect the performance of U.S. mid- and small-cap stocks. Mid- and small-cap stocks are considered to be stocks of the top 2,500 U.S. companies, excluding the largest 500 companies, based on float-adjusted market capitalization. Using statistical sampling techniques based on such factors as capitalization, industry exposures, dividend yield, price/earnings (P/E) ratio, price/book (P/B) ratio, and earnings growth to attempt to replicate the returns of the Fidelity U.S. Extended Investable Market Index℠ using a smaller number of securities. Lending securities to earn income for the fund. Principal Investment Risks",Equity Long Only (Low Risk)
0001379491-18-004650,Fidelity ZERO Large Cap Index Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of assets in common stocks of large capitalization companies included in the Fidelity U.S. Large Cap Index℠, which is a float-adjusted market capitalization-weighted index designed to reflect the performance of U.S. large capitalization stocks. Large capitalization stocks are considered to be stocks of the largest 500 U.S. companies based on float-adjusted market capitalization. Using statistical sampling techniques based on such factors as capitalization, industry exposures, dividend yield, price/earnings (P/E) ratio, price/book (P/B) ratio, and earnings growth to attempt to replicate the returns of the Fidelity U.S. Large Cap Index℠ using a smaller number of securities. Lending securities to earn income for the fund. Principal Investment Risks",Equity Long Only (Low Risk)
0001379491-18-005080,Fidelity GNMA Fund,,Fixed Income Long Only (Low Risk),Yes,Investment grade securities,Diversified,"Category: Balanced Fund  
Confidence: 9","Principal Investment Strategies

Investing primarily in a combination of Fidelity® domestic equity funds, international equity funds, bond funds, and short-term funds (underlying Fidelity® funds) to seek to achieve the fund's investment objective consistent with a payment strategy to be administered through a complementary systematic withdrawal plan. Allocating assets according to a stable neutral asset allocation strategy shown in the glide path below. FMR Co., Inc. (the Adviser) may modify the fund’s neutral asset allocations from time to time when in the interests of shareholders. Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation.

Allocating assets among underlying Fidelity® funds and futures according to a stable neutral asset allocation of approximately: Domestic Equity Funds* 	17% International Equity Funds* 	7% Bond Funds* 	46% Short-Term Funds* 	30%",Balanced Fund (Low Risk)
